country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_international,package_accomodation,package_food,package_transport_local,package_sightseeing,package_guided_tour,package_insurance,nights_stayed,payment_mode,first_trip,most_impressing,total_cost
GERMANY,65+,Friends/Relatives,3,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,Cash,Yes, Wildlife,43095000
UNITED KINGDOM,25-44,Alone,0,1,Business,Cultural tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,4,Cash,No,"Wonderful Country, Landscape, Nature",812175
COLOMBIA,Jan-24,Alone,1,0,Leisure and Holidays,Wildlife tourism,inflight magazines,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,4,Cash,Yes,Friendly People,15580500
FINLAND,45-64,Friends/Relatives,0,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,Yes,No,No,Yes,Yes,Yes,No,12,Credit Card,No,Friendly People,12481315
UGANDA,45-64,Spouse,1,1,Scientific and Academic,Cultural tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,Cash,Yes,Friendly People,1657500
SOUTH AFRICA,45-64,Spouse,1,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,Cash,Yes,Friendly People,2486250
SOUTH AFRICA,25-44,Friends/Relatives,2,0,Meetings and Conference,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,Cash,No,Good service,331500
UNITED STATES OF AMERICA,45-64,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,12,Cash,Yes,Friendly People,12265500
UNITED KINGDOM,25-44,Alone,1,0,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,4,Cash,No,Friendly People,1657500
UNITED KINGDOM,45-64,Spouse and Children,3,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,Cash,Yes,Friendly People,21050250
UNITED STATES OF AMERICA,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,Cash,Yes,Good service,6464250
GERMANY,45-64,Spouse and Children,2,2,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,16,Credit Card,Yes,Excellent Experience,8287500
UNITED STATES OF AMERICA,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,Cash,Yes,Friendly People,34310250
ITALY,45-64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,Cash,No,No comments,226933
KENYA,65+,Alone,1,0,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,4,Cash,No,No comments,900000
SPAIN,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,No,No,11,Credit Card,Yes, Wildlife,7293000
UNITED STATES OF AMERICA,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,12,Cash,Yes, Wildlife,32487000
UAE,65+,Alone,0,1,Meetings and Conference,Mountain climbing,others,Independent,No,No,No,No,No,No,No,10,Credit Card,No,Friendly People,5304000
SOUTH AFRICA,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,Cash,No,Excellent Experience,530400
UNITED STATES OF AMERICA,Jan-24,Alone,0,1,Volunteering,Wildlife tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,No,No,No,14,Cash,Yes,"Wonderful Country, Landscape, Nature",56620200
ITALY,45-64,Friends/Relatives,1,1,Leisure and Holidays,Bird watching,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,No,Yes,No,10,Cash,Yes,No comments,828750
UNITED KINGDOM,Jan-24,Friends/Relatives,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,12,Cash,Yes, Wildlife,25194000
UNITED STATES OF AMERICA,65+,Friends/Relatives,6,5,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,No,Yes,No,9,Cash,Yes,Friendly People,56520750
KENYA,25-44,Alone,1,0,Meetings and Conference,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,Cash,No,No comments,2486250
ITALY,45-64,Friends/Relatives,3,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,Cash,Yes,Excellent Experience,14750645
UNITED KINGDOM,Jan-24,Children,2,1,Business,business,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,Cash,No,No comments,2723196
NETHERLANDS,Jan-24,Alone,1,0,Volunteering,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,30,Cash,Yes,Good service,2723196
ITALY,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,Cash,Yes,Friendly People,6165900
UNITED KINGDOM,25-44,Spouse and Children,2,3,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,3,Cash,Yes,Friendly People,19061250
UNITED STATES OF AMERICA,25-44,Alone,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,Yes,Yes,No,No,No,No,No,2,Credit Card,No,Excellent Experience,1657500
UNITED STATES OF AMERICA,45-64,Spouse,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,Cash,Yes,Friendly People,10110750
SPAIN,45-64,Friends/Relatives,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,Cash,Yes,No comments,14977578
CANADA,25-44,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,Cash,Yes,"Wonderful Country, Landscape, Nature",9116250
SPAIN,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,No,Yes,No,No,Yes,Yes,No,13,Cash,Yes,"Wonderful Country, Landscape, Nature",530400
UNITED STATES OF AMERICA,25-44,Friends/Relatives,2,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,No,Yes,Yes,10,Cash,Yes,Friendly People,5555940
UNITED STATES OF AMERICA,45-64,Spouse,1,1,Leisure and Holidays,Conference tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,No,No,14,Cash,Yes,"Wonderful Country, Landscape, Nature",760000
INDONESIA,25-44,Alone,0,1,Other,Beach tourism,inflight magazines,Independent,No,No,No,No,No,No,No,35,Cash,No,Friendly People,8287500
GERMANY,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,14,Cash,Yes,No comments,27912759
UNITED STATES OF AMERICA,45-64,Friends/Relatives,7,1,Meetings and Conference,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,Credit Card,Yes,Good service,1657500
TURKEY,25-44,Alone,0,1,Visiting Friends and Relatives,Cultural tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,4,Cash,Yes, Wildlife,1657500
UNITED KINGDOM,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,Cash,Yes,"Wonderful Country, Landscape, Nature",2154750
TRINIDAD TOBACCO,25-44,Spouse,1,1,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,20,Credit Card,No,No comments,1657500
UNITED KINGDOM,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,14,Cash,Yes,No comments,1657500
UNITED STATES OF AMERICA,65+,Friends/Relatives,6,6,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,11,Cash,Yes,No comments,54531750
ISRAEL,45-64,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,Cash,Yes, Wildlife,45581250
FRANCE,25-44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,Cash,Yes,"Wonderful Country, Landscape, Nature",10939500
KENYA,25-44,Friends/Relatives,6,2,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,No,Yes,No,No,Yes,0,Credit Card,Yes, Wildlife,28509000
OMAN,45-64,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,Cash,No,Friendly People,4972500
UNITED STATES OF AMERICA,Jan-24,Alone,1,0,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,Cash,Yes,Friendly People,1243125
UNITED STATES OF AMERICA,25-44,Spouse,1,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,Yes,No,9,Cash,Yes,Friendly People,7259850
ZAMBIA,45-64,Alone,0,1,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,1,Cash,No,Friendly People,779025
FRANCE,45-64,Spouse and Children,3,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,Cash,Yes,"Wonderful Country, Landscape, Nature",12265500
KENYA,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,Cash,Yes,Friendly People,8627287.5
UNITED STATES OF AMERICA,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,Cash,No, Wildlife,15580500
UNITED STATES OF AMERICA,45-64,Friends/Relatives,0,2,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,10,Cash,Yes,No comments,663000
SWEDEN,Jan-24,Alone,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,No,No,No,No,No,No,32,Cash,Yes,Good service,2070000
UNITED KINGDOM,Jan-24,Alone,1,0,Volunteering,Wildlife tourism,Tanzania Mission Abroad,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,25,Cash,Yes,Friendly People,8950500
UNITED STATES OF AMERICA,65+,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,No,12,Cash,Yes, Wildlife,8320650
AUSTRALIA,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,Cash,Yes,"Wonderful Country, Landscape, Nature",2269330
FRANCE,45-64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,7,Cash,Yes,No comments,7127250
GERMANY,25-44,Alone,1,0,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,Cash,Yes,No comments,1657500
KENYA,25-44,Friends/Relatives,1,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,Credit Card,Yes,No comments,248625
RWANDA,25-44,Alone,1,0,Meetings and Conference,Beach tourism,Trade fair,Package Tour,Yes,No,No,No,No,No,No,2,Cash,Yes,No comments,1392300
BURUNDI,Jan-24,Friends/Relatives,4,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,45,Cash,No,Friendly People,2750000
ITALY,25-44,Friends/Relatives,6,4,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,20,Cash,Yes,Friendly People,2320500
GERMANY,25-44,Alone,0,1,Scientific and Academic,Hunting tourism,"Friends, relatives",Package Tour,Yes,Yes,No,No,No,No,No,23,Cash,Yes,Friendly People,253000
UNITED KINGDOM,Jan-24,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,36,Cash,Yes,Friendly People,545317.5
UNITED STATES OF AMERICA,65+,Friends/Relatives,2,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,22,Cash,Yes,No comments,5304000
ZAMBIA,25-44,Alone,1,0,Other,Hunting tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,Cash,No,Friendly People,400000
UGANDA,25-44,Alone,0,1,Other,Hunting tourism,others,Independent,No,No,No,No,No,No,No,4,Cash,No, Wildlife,200000
UGANDA,25-44,Friends/Relatives,5,1,Visiting Friends and Relatives,Wildlife tourism,Trade fair,Independent,No,No,No,No,No,No,No,4,Cash,Yes,Friendly People,300000
BURUNDI,25-44,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,Cash,No,"Wonderful Country, Landscape, Nature",1065000
UNITED KINGDOM,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,Cash,Yes, Wildlife,331500
ITALY,45-64,Children,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,Cash,Yes, Wildlife,16134936.3
ITALY,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,Cash,Yes,"Wonderful Country, Landscape, Nature",6132750
BURUNDI,25-44,Alone,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,Cash,No,Friendly People,106000
UGANDA,45-64,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,Cash,No,No comments,690000
ZAMBIA,25-44,Alone,0,1,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,Cash,No,Friendly People,1300000
UGANDA,25-44,Friends/Relatives,0,2,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,21,Cash,Yes,Friendly People,150000
BURUNDI,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,Cash,No,Friendly People,130000
UGANDA,25-44,Friends/Relatives,1,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,Cash,No,No comments,120000
ITALY,25-44,Friends/Relatives,6,4,Leisure and Holidays,Beach tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,Credit Card,No, Wildlife,12597000
GERMANY,45-64,Alone,1,0,Visiting Friends and Relatives,Bird watching,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,12,Cash,No,"Wonderful Country, Landscape, Nature",663000
SOUTH AFRICA,Jan-24,Alone,0,1,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,16,Credit Card,Yes,Good service,2469675
UNITED STATES OF AMERICA,Jan-24,Alone,1,0,Leisure and Holidays,Cultural tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,19,Cash,Yes,Friendly People,3513900
NEW ZEALAND,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,No,15,Cash,Yes,Friendly People,17403750
FRANCE,25-44,Alone,1,0,Visiting Friends and Relatives,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,90,Cash,No,No comments,226933
UNITED KINGDOM,45-64,Spouse and Children,2,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,No,No,No,12,Cash,Yes, Wildlife,6630000
UNITED KINGDOM,Jan-24,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,14,Cash,Yes,No comments,203000
UNITED KINGDOM,45-64,Alone,0,1,Scientific and Academic,Hunting tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,15,Cash,Yes,Friendly People,4143750
IRELAND,25-44,Alone,1,0,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,Cash,No,Friendly People,5718375
ITALY,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,Cash,Yes,Friendly People,8295787.5
UNITED KINGDOM,45-64,Children,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,7,Cash,Yes,Friendly People,48897907.5
AUSTRALIA,Jan-24,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,7,Cash,Yes,Friendly People,7873125
SOUTH AFRICA,25-44,Alone,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,2,Credit Card,Yes,No comments,4143750
KENYA,45-64,Spouse and Children,3,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,Cash,Yes,Friendly People,2390115
KENYA,25-44,Alone,0,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,Cash,Yes,"Wonderful Country, Landscape, Nature",175000
SPAIN,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,No,No,No,0,Cash,Yes, Wildlife,2269330
CANADA,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,Cash,Yes, Wildlife,5337150
GERMANY,45-64,Alone,1,0,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,Cash,No,Friendly People,4143750
SOUTH AFRICA,45-64,Friends/Relatives,2,3,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,6,Credit Card,No,Friendly People,4972500
UNITED KINGDOM,45-64,Spouse and Children,2,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,7,Cash,No,Friendly People,3403995
UNITED KINGDOM,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,Cash,Yes,Friendly People,2942062.5
UNITED STATES OF AMERICA,45-64,Children,1,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,3,Cash,Yes,Friendly People,1574625
FRANCE,45-64,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,10,Credit Card,Yes,Friendly People,25525500
UNITED KINGDOM,45-64,Spouse and Children,1,4,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,Cash,Yes,"Wonderful Country, Landscape, Nature",23205000
RWANDA,25-44,Alone,1,0,Meetings and Conference,Mountain climbing,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,1,Cash,Yes,Friendly People,497250
BELGIUM,25-44,Spouse and Children,1,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,Yes,10,Cash,Yes,"Wonderful Country, Landscape, Nature",18232500
UNITED STATES OF AMERICA,25-44,Alone,1,0,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,Credit Card,No,Friendly People,530400
JAPAN,25-44,Friends/Relatives,0,2,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,Cash,Yes, Wildlife,2403375
ITALY,45-64,Alone,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,Cash,No,No comments,82957875
KENYA,25-44,Alone,0,1,Scientific and Academic,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,20,Cash,Yes,Friendly People,1000000
UNITED STATES OF AMERICA,65+,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,15,Cash,Yes,Friendly People,17155125
UNITED STATES OF AMERICA,45-64,Spouse and Children,3,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,Cash,Yes, Wildlife,18066750
UNITED STATES OF AMERICA,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,Credit Card,Yes,Good service,3315000
UNITED KINGDOM,Jan-24,Alone,0,1,Volunteering,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,33,Cash,Yes,"Wonderful Country, Landscape, Nature",3315000
FRANCE,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,Credit Card,Yes,No comments,16575000
UNITED STATES OF AMERICA,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,Cash,Yes,"Wonderful Country, Landscape, Nature",4309500
FRANCE,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,Cash,Yes, Wildlife,10110750
ITALY,45-64,Spouse and Children,1,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,10,Cash,Yes, Wildlife,25359750
UNITED STATES OF AMERICA,65+,Friends/Relatives,2,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,11,Cash,No, Wildlife,321555
KOREA,25-44,Alone,0,1,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,9,Cash,No,No comments,4972500
ZAMBIA,25-44,Friends/Relatives,0,2,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,Cash,No,Friendly People,1201687.5
FRANCE,45-64,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,Cash,Yes, Wildlife,13851990.32
MALAWI,25-44,Friends/Relatives,2,0,Meetings and Conference,Mountain climbing,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,Cash,No,No comments,994500
ZAMBIA,25-44,Alone,0,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,Cash,No,Friendly People,171000
